source,target,weight,src_community,tgt_community
AgentAppendINV7839,AgentGammaDelta,1,0,2
AgentAppendINV7839,AgentMassCiteJun19,1,0,0
AgentAppendINV7839,AgentRootArchiveWWI1275,1,0,2
AgentAppendINV7839,AgentSecResearch,1,0,0
AgentAppendINV7839,AgentWelReset,1,0,2
AgentAppendINV7839,AgentZero,1,0,2
AgentAppendINV7839,AgentZeroFive,1,0,2
AgentAppendINV7839,ArchiveResearchHelperCharleston,1,0,2
AgentAppendINV7839,CharlestonLinksOCRHelper,1,0,2
AgentAppendINV7839,CookDataHelper,1,0,2
AgentAppendINV7839,CookResearcher,1,0,2
AgentAppendINV7839,CookYr1782096693356649,1,0,2
AgentAppendINV7839,DataHelperCookXYZ,1,0,2
AgentAppendINV7839,DataResearchTemp,1,0,2
AgentAppendINV7839,DataUSAResearchNacog,1,0,2
AgentAppendINV7839,FinalMD893078843,1,0,2
AgentAppendINV7839,GuestResearch1823,1,0,2
AgentAppendINV7839,GuestResearch378611,1,0,2
AgentAppendINV7839,OpenAICite,1,0,2
AgentAppendINV7839,OpenAIHelper,1,0,0
AgentAppendINV7839,OpenAIJan13AsianScout,1,0,2
AgentAppendINV7839,OpenAIResearchJun22XYZ,1,0,2
AgentAppendINV7839,OpenAIResearcher,1,0,4
AgentAppendINV7839,OpenAIResearcherX,1,0,2
AgentAppendINV7839,OpenAISecCountyHelperZeta12,1,0,2
AgentAppendINV7839,OpenAiResearcher,1,0,8
AgentAppendINV7839,PublicDataRefsABC,1,0,2
AgentAppendINV7839,ReadOnlyArchiveViewer832438823,1,0,2
AgentAppendINV7839,ResearchHH,1,0,2
AgentAppendINV7839,ResearchPrepX2027B,1,0,2
AgentAppendINV7839,TmpAgentCites1780170235,1,0,2
AgentAppendINV7839,WillOver2366,1,0,2
AgentAppendINV7839,[Person17],1,0,2
AgentGammaDelta,AgentHelperTwo,1,2,0
AgentGammaDelta,AgentMassCiteJun19,1,2,0
AgentGammaDelta,AgentResearchMassX,1,2,0
AgentGammaDelta,AgentRootArchiveWWI1275,1,2,2
AgentGammaDelta,AgentSECDataMA3,1,2,0
AgentGammaDelta,AgentSecResearch,1,2,0
AgentGammaDelta,AgentTestLearnXYZ,1,2,0
AgentGammaDelta,AgentWelReset,1,2,2
AgentGammaDelta,AgentZero,1,2,2
AgentGammaDelta,AgentZeroFive,1,2,2
AgentGammaDelta,ArchiveResearchHelperCharleston,1,2,2
AgentGammaDelta,CharlestonLinksOCRHelper,1,2,2
AgentGammaDelta,CookDataHelper,1,2,2
AgentGammaDelta,CookResearcher,1,2,2
AgentGammaDelta,CookYr1782096693356649,1,2,2
AgentGammaDelta,DataHelperCookXYZ,1,2,2
AgentGammaDelta,DataResearchTemp,1,2,2
AgentGammaDelta,DataUSAResearchNacog,1,2,2
AgentGammaDelta,FinalMD893078843,1,2,2
AgentGammaDelta,GuestResearch1823,1,2,2
AgentGammaDelta,GuestResearch378611,1,2,2
AgentGammaDelta,OpenAI,1,2,0
AgentGammaDelta,OpenAICite,1,2,2
AgentGammaDelta,OpenAIHelper,1,2,0
AgentGammaDelta,OpenAIJan13AsianScout,1,2,2
AgentGammaDelta,OpenAIResearchJun22XYZ,1,2,2
AgentGammaDelta,OpenAIResearcher,1,2,4
AgentGammaDelta,OpenAIResearcherX,1,2,2
AgentGammaDelta,OpenAISecCountyHelperZeta12,1,2,2
AgentGammaDelta,OpenAiResearcher,1,2,8
AgentGammaDelta,PublicDataRefsABC,1,2,2
AgentGammaDelta,ReadOnlyArchiveViewer832438823,1,2,2
AgentGammaDelta,ResearchHH,1,2,2
AgentGammaDelta,ResearchPrepX2027B,1,2,2
AgentGammaDelta,ResearchUserXYZ,1,2,2
AgentGammaDelta,TmpAgentCites1780170235,1,2,2
AgentGammaDelta,WillOver2366,1,2,2
AgentGammaDelta,[Person17],1,2,2
AgentHelperTwo,AgentRootArchiveWWI1275,1,0,2
AgentHelperTwo,AgentSecResearch,1,0,0
AgentHelperTwo,AgentWelReset,1,0,2
AgentHelperTwo,AgentZero,1,0,2
AgentHelperTwo,AgentZeroFive,1,0,2
AgentHelperTwo,ArchiveResearchHelperCharleston,1,0,2
AgentHelperTwo,CharlestonLinksOCRHelper,1,0,2
AgentHelperTwo,CookDataHelper,1,0,2
AgentHelperTwo,CookResearcher,1,0,2
AgentHelperTwo,CookYr1782096693356649,1,0,2
AgentHelperTwo,DataHelperCookXYZ,1,0,2
AgentHelperTwo,DataResearchTemp,1,0,2
AgentHelperTwo,DataUSAResearchNacog,1,0,2
AgentHelperTwo,FinalMD893078843,1,0,2
AgentHelperTwo,GuestResearch1823,1,0,2
AgentHelperTwo,GuestResearch378611,1,0,2
AgentHelperTwo,OpenAICite,1,0,2
AgentHelperTwo,OpenAIHelper,1,0,0
AgentHelperTwo,OpenAIJan13AsianScout,1,0,2
AgentHelperTwo,OpenAIResearchJun22XYZ,1,0,2
AgentHelperTwo,OpenAIResearcher,1,0,4
AgentHelperTwo,OpenAIResearcherX,1,0,2
AgentHelperTwo,OpenAiResearcher,1,0,8
AgentHelperTwo,PublicDataRefsABC,1,0,2
AgentHelperTwo,ReadOnlyArchiveViewer832438823,1,0,2
AgentHelperTwo,ResearchHH,1,0,2
AgentHelperTwo,ResearchPrepX2027B,1,0,2
AgentHelperTwo,TmpAgentCites1780170235,1,0,2
AgentHelperTwo,WillOver2366,1,0,2
AgentHelperTwo,[Person17],1,0,2
AgentMassCiteJun19,AgentResearchMassX,1,0,0
AgentMassCiteJun19,AgentRootArchiveWWI1275,1,0,2
AgentMassCiteJun19,AgentSECDataMA3,1,0,0
AgentMassCiteJun19,AgentWelReset,1,0,2
AgentMassCiteJun19,AgentZero,1,0,2
AgentMassCiteJun19,AgentZeroFive,1,0,2
AgentMassCiteJun19,ArchiveResearchHelperCharleston,1,0,2
AgentMassCiteJun19,CharlestonLinksOCRHelper,1,0,2
AgentMassCiteJun19,CookDataHelper,1,0,2
AgentMassCiteJun19,CookResearcher,1,0,2
AgentMassCiteJun19,CookYr1782096693356649,1,0,2
AgentMassCiteJun19,DataHelperCookXYZ,1,0,2
AgentMassCiteJun19,DataResearchTemp,1,0,2
AgentMassCiteJun19,DataUSAResearchNacog,1,0,2
AgentMassCiteJun19,FinalMD893078843,1,0,2
AgentMassCiteJun19,GuestResearch1823,1,0,2
AgentMassCiteJun19,GuestResearch378611,1,0,2
AgentMassCiteJun19,OpenAI,1,0,0
AgentMassCiteJun19,OpenAICite,1,0,2
AgentMassCiteJun19,OpenAIHelper,1,0,0
AgentMassCiteJun19,OpenAIJan13AsianScout,1,0,2
AgentMassCiteJun19,OpenAIResearchJun22XYZ,1,0,2
AgentMassCiteJun19,OpenAIResearcher,1,0,4
AgentMassCiteJun19,OpenAIResearcherX,1,0,2
AgentMassCiteJun19,OpenAISecCountyHelperZeta12,1,0,2
AgentMassCiteJun19,OpenAiResearcher,1,0,8
AgentMassCiteJun19,PublicDataRefsABC,1,0,2
AgentMassCiteJun19,ReadOnlyArchiveViewer832438823,1,0,2
AgentMassCiteJun19,ResearchHH,1,0,2
AgentMassCiteJun19,ResearchPrepX2027B,1,0,2
AgentMassCiteJun19,TmpAgentCites1780170235,1,0,2
AgentMassCiteJun19,WillOver2366,1,0,2
AgentMassCiteJun19,[Person17],1,0,2
AgentResearchMassX,AgentRootArchiveWWI1275,1,0,2
AgentResearchMassX,AgentSecResearch,1,0,0
AgentResearchMassX,AgentWelReset,1,0,2
AgentResearchMassX,AgentZero,1,0,2
AgentResearchMassX,AgentZeroFive,1,0,2
AgentResearchMassX,ArchiveResearchHelperCharleston,1,0,2
AgentResearchMassX,CharlestonLinksOCRHelper,1,0,2
AgentResearchMassX,CookDataHelper,1,0,2
AgentResearchMassX,CookResearcher,1,0,2
AgentResearchMassX,CookYr1782096693356649,1,0,2
AgentResearchMassX,DataHelperCookXYZ,1,0,2
AgentResearchMassX,DataResearchTemp,1,0,2
AgentResearchMassX,DataUSAResearchNacog,1,0,2
AgentResearchMassX,FinalMD893078843,1,0,2
AgentResearchMassX,GuestResearch1823,1,0,2
AgentResearchMassX,GuestResearch378611,1,0,2
AgentResearchMassX,MassUpdater,1,0,0
AgentResearchMassX,OpenAICite,1,0,2
AgentResearchMassX,OpenAIHelper,1,0,0
AgentResearchMassX,OpenAIJan13AsianScout,1,0,2
AgentResearchMassX,OpenAIResearchJun22XYZ,1,0,2
AgentResearchMassX,OpenAIResearcher,1,0,4
AgentResearchMassX,OpenAIResearcherX,1,0,2
AgentResearchMassX,OpenAISecCountyHelperZeta12,1,0,2
AgentResearchMassX,OpenAiResearcher,1,0,8
AgentResearchMassX,PublicDataRefsABC,1,0,2
AgentResearchMassX,ReadOnlyArchiveViewer832438823,1,0,2
AgentResearchMassX,ResearchHH,1,0,2
AgentResearchMassX,ResearchPrepX2027B,1,0,2
AgentResearchMassX,TmpAgentCites1780170235,1,0,2
AgentResearchMassX,WillOver2366,1,0,2
AgentResearchMassX,[Person17],1,0,2
AgentRootArchiveWWI1275,AgentSECDataMA3,1,2,0
AgentRootArchiveWWI1275,AgentSecResearch,1,2,0
AgentRootArchiveWWI1275,AgentTestLearnXYZ,1,2,0
AgentRootArchiveWWI1275,AgentWelReset,1,2,2
AgentRootArchiveWWI1275,AgentZero,1,2,2
AgentRootArchiveWWI1275,AgentZeroFive,1,2,2
AgentRootArchiveWWI1275,ArchiveResearchHelperCharleston,1,2,2
AgentRootArchiveWWI1275,CharlestonLinksOCRHelper,1,2,2
AgentRootArchiveWWI1275,CookDataHelper,1,2,2
AgentRootArchiveWWI1275,CookResearcher,1,2,2
AgentRootArchiveWWI1275,CookYr1782096693356649,1,2,2
AgentRootArchiveWWI1275,DataHelperCookXYZ,1,2,2
AgentRootArchiveWWI1275,DataResearchTemp,1,2,2
AgentRootArchiveWWI1275,DataUSAResearchNacog,1,2,2
AgentRootArchiveWWI1275,FinalMD893078843,1,2,2
AgentRootArchiveWWI1275,GuestResearch1823,1,2,2
AgentRootArchiveWWI1275,GuestResearch378611,1,2,2
AgentRootArchiveWWI1275,MassUpdater,1,2,0
AgentRootArchiveWWI1275,OpenAI,1,2,0
AgentRootArchiveWWI1275,OpenAICite,1,2,2
AgentRootArchiveWWI1275,OpenAIHelper,1,2,0
AgentRootArchiveWWI1275,OpenAIJan13AsianScout,1,2,2
AgentRootArchiveWWI1275,OpenAIResearchJun22XYZ,1,2,2
AgentRootArchiveWWI1275,OpenAIResearcher,1,2,4
AgentRootArchiveWWI1275,OpenAIResearcherX,1,2,2
AgentRootArchiveWWI1275,OpenAISecCountyHelperZeta12,1,2,2
AgentRootArchiveWWI1275,OpenAiResearcher,1,2,8
AgentRootArchiveWWI1275,PublicDataRefsABC,1,2,2
AgentRootArchiveWWI1275,ReadOnlyArchiveViewer832438823,1,2,2
AgentRootArchiveWWI1275,ResearchHH,1,2,2
AgentRootArchiveWWI1275,ResearchPrepX2027B,1,2,2
AgentRootArchiveWWI1275,ResearchUserXYZ,1,2,2
AgentRootArchiveWWI1275,TmpAgentCites1780170235,1,2,2
AgentRootArchiveWWI1275,WillOver2366,1,2,2
AgentRootArchiveWWI1275,[Person17],1,2,2
AgentSECDataMA3,AgentSecResearch,1,0,0
AgentSECDataMA3,AgentWelReset,1,0,2
AgentSECDataMA3,AgentZero,1,0,2
AgentSECDataMA3,AgentZeroFive,1,0,2
AgentSECDataMA3,ArchiveResearchHelperCharleston,1,0,2
AgentSECDataMA3,CharlestonLinksOCRHelper,1,0,2
AgentSECDataMA3,CookDataHelper,1,0,2
AgentSECDataMA3,CookResearcher,1,0,2
AgentSECDataMA3,CookYr1782096693356649,1,0,2
AgentSECDataMA3,DataHelperCookXYZ,1,0,2
AgentSECDataMA3,DataResearchTemp,1,0,2
AgentSECDataMA3,DataUSAResearchNacog,1,0,2
AgentSECDataMA3,FinalMD893078843,1,0,2
AgentSECDataMA3,GuestResearch1823,1,0,2
AgentSECDataMA3,GuestResearch378611,1,0,2
AgentSECDataMA3,MassUpdater,1,0,0
AgentSECDataMA3,OpenAICite,1,0,2
AgentSECDataMA3,OpenAIJan13AsianScout,1,0,2
AgentSECDataMA3,OpenAIResearchJun22XYZ,1,0,2
AgentSECDataMA3,OpenAIResearcher,1,0,4
AgentSECDataMA3,OpenAIResearcherX,1,0,2
AgentSECDataMA3,OpenAISecCountyHelperZeta12,1,0,2
AgentSECDataMA3,OpenAiResearcher,1,0,8
AgentSECDataMA3,PublicDataRefsABC,1,0,2
AgentSECDataMA3,ReadOnlyArchiveViewer832438823,1,0,2
AgentSECDataMA3,ResearchHH,1,0,2
AgentSECDataMA3,ResearchPrepX2027B,1,0,2
AgentSECDataMA3,TmpAgentCites1780170235,1,0,2
AgentSECDataMA3,WillOver2366,1,0,2
AgentSECDataMA3,[Person17],1,0,2
AgentSecResearch,AgentWelReset,1,0,2
AgentSecResearch,AgentZero,1,0,2
AgentSecResearch,AgentZeroFive,1,0,2
AgentSecResearch,ArchiveResearchHelperCharleston,1,0,2
AgentSecResearch,CharlestonLinksOCRHelper,1,0,2
AgentSecResearch,CookDataHelper,1,0,2
AgentSecResearch,CookResearcher,1,0,2
AgentSecResearch,CookYr1782096693356649,1,0,2
AgentSecResearch,DataHelperCookXYZ,1,0,2
AgentSecResearch,DataResearchTemp,1,0,2
AgentSecResearch,DataUSAResearchNacog,1,0,2
AgentSecResearch,FinalMD893078843,1,0,2
AgentSecResearch,GuestResearch378611,1,0,2
AgentSecResearch,OpenAICite,1,0,2
AgentSecResearch,OpenAIHelper,1,0,0
AgentSecResearch,OpenAIJan13AsianScout,1,0,2
AgentSecResearch,OpenAIResearchJun22XYZ,1,0,2
AgentSecResearch,OpenAIResearcher,1,0,4
AgentSecResearch,OpenAIResearcherX,1,0,2
AgentSecResearch,OpenAISecCountyHelperZeta12,1,0,2
AgentSecResearch,OpenAiResearcher,1,0,8
AgentSecResearch,PublicDataRefsABC,1,0,2
AgentSecResearch,ReadOnlyArchiveViewer832438823,1,0,2
AgentSecResearch,ResearchHH,1,0,2
AgentSecResearch,ResearchPrepX2027B,1,0,2
AgentSecResearch,ResearchUserXYZ,1,0,2
AgentSecResearch,TmpAgentCites1780170235,1,0,2
AgentSecResearch,WillOver2366,1,0,2
AgentSecResearch,[Person17],1,0,2
AgentTestLearnXYZ,AgentWelReset,1,0,2
AgentTestLearnXYZ,AgentZero,1,0,2
AgentTestLearnXYZ,AgentZeroFive,1,0,2
AgentTestLearnXYZ,ArchiveResearchHelperCharleston,1,0,2
AgentTestLearnXYZ,CharlestonLinksOCRHelper,1,0,2
AgentTestLearnXYZ,CookDataHelper,1,0,2
AgentTestLearnXYZ,CookResearcher,1,0,2
AgentTestLearnXYZ,CookYr1782096693356649,1,0,2
AgentTestLearnXYZ,DataHelperCookXYZ,1,0,2
AgentTestLearnXYZ,DataResearchTemp,1,0,2
AgentTestLearnXYZ,DataUSAResearchNacog,1,0,2
AgentTestLearnXYZ,FinalMD893078843,1,0,2
AgentTestLearnXYZ,GuestResearch378611,1,0,2
AgentTestLearnXYZ,OpenAICite,1,0,2
AgentTestLearnXYZ,OpenAIJan13AsianScout,1,0,2
AgentTestLearnXYZ,OpenAIResearchJun22XYZ,1,0,2
AgentTestLearnXYZ,OpenAIResearcher,1,0,4
AgentTestLearnXYZ,OpenAIResearcherX,1,0,2
AgentTestLearnXYZ,OpenAISecCountyHelperZeta12,1,0,2
AgentTestLearnXYZ,OpenAiResearcher,1,0,8
AgentTestLearnXYZ,PublicDataRefsABC,1,0,2
AgentTestLearnXYZ,ReadOnlyArchiveViewer832438823,1,0,2
AgentTestLearnXYZ,ResearchHH,1,0,2
AgentTestLearnXYZ,ResearchPrepX2027B,1,0,2
AgentTestLearnXYZ,TmpAgentCites1780170235,1,0,2
AgentTestLearnXYZ,[Person17],1,0,2
AgentWelReset,AgentZero,1,2,2
AgentWelReset,AgentZeroFive,1,2,2
AgentWelReset,ArchiveResearchHelperCharleston,1,2,2
AgentWelReset,CharlestonLinksOCRHelper,1,2,2
AgentWelReset,CookDataHelper,1,2,2
AgentWelReset,CookResearcher,1,2,2
AgentWelReset,CookYr1782096693356649,1,2,2
AgentWelReset,DataHelperCookXYZ,1,2,2
AgentWelReset,DataResearchTemp,1,2,2
AgentWelReset,DataUSAResearchNacog,1,2,2
AgentWelReset,FinalMD893078843,1,2,2
AgentWelReset,GuestResearch1823,1,2,2
AgentWelReset,GuestResearch378611,1,2,2
AgentWelReset,MassUpdater,1,2,0
AgentWelReset,OpenAI,1,2,0
AgentWelReset,OpenAICite,1,2,2
AgentWelReset,OpenAIHelper,1,2,0
AgentWelReset,OpenAIJan13AsianScout,1,2,2
AgentWelReset,OpenAIResearchJun22XYZ,1,2,2
AgentWelReset,OpenAIResearcher,1,2,4
AgentWelReset,OpenAIResearcherX,1,2,2
AgentWelReset,OpenAISecCountyHelperZeta12,1,2,2
AgentWelReset,OpenAiResearcher,1,2,8
AgentWelReset,PublicDataRefsABC,1,2,2
AgentWelReset,ReadOnlyArchiveViewer832438823,1,2,2
AgentWelReset,ResearchHH,1,2,2
AgentWelReset,ResearchPrepX2027B,1,2,2
AgentWelReset,ResearchUserXYZ,1,2,2
AgentWelReset,TmpAgentCites1780170235,1,2,2
AgentWelReset,WillOver2366,1,2,2
AgentWelReset,[Person17],1,2,2
AgentZero,AgentZeroFive,1,2,2
AgentZero,ArchiveResearchHelperCharleston,1,2,2
AgentZero,CharlestonLinksOCRHelper,1,2,2
AgentZero,CookDataHelper,1,2,2
AgentZero,CookResearcher,1,2,2
AgentZero,CookYr1782096693356649,1,2,2
AgentZero,DataHelperCookXYZ,1,2,2
AgentZero,DataResearchTemp,1,2,2
AgentZero,DataUSAResearchNacog,1,2,2
AgentZero,FinalMD893078843,1,2,2
AgentZero,GuestResearch1823,1,2,2
AgentZero,GuestResearch378611,1,2,2
AgentZero,MassUpdater,1,2,0
AgentZero,OpenAI,1,2,0
AgentZero,OpenAICite,1,2,2
AgentZero,OpenAIHelper,1,2,0
AgentZero,OpenAIJan13AsianScout,1,2,2
AgentZero,OpenAIResearchJun22XYZ,1,2,2
AgentZero,OpenAIResearcher,1,2,4
AgentZero,OpenAIResearcherX,1,2,2
AgentZero,OpenAISecCountyHelperZeta12,1,2,2
AgentZero,OpenAiResearcher,1,2,8
AgentZero,PublicDataRefsABC,1,2,2
AgentZero,ReadOnlyArchiveViewer832438823,1,2,2
AgentZero,ResearchHH,1,2,2
AgentZero,ResearchPrepX2027B,1,2,2
AgentZero,ResearchUserXYZ,1,2,2
AgentZero,TmpAgentCites1780170235,1,2,2
AgentZero,WillOver2366,1,2,2
AgentZero,[Person17],1,2,2
AgentZeroFive,ArchiveResearchHelperCharleston,1,2,2
AgentZeroFive,CharlestonLinksOCRHelper,1,2,2
AgentZeroFive,CookDataHelper,1,2,2
AgentZeroFive,CookResearcher,1,2,2
AgentZeroFive,CookYr1782096693356649,1,2,2
AgentZeroFive,DataHelperCookXYZ,1,2,2
AgentZeroFive,DataResearchTemp,1,2,2
AgentZeroFive,DataUSAResearchNacog,1,2,2
AgentZeroFive,FinalMD893078843,1,2,2
AgentZeroFive,GuestResearch1823,1,2,2
AgentZeroFive,GuestResearch378611,1,2,2
AgentZeroFive,MassUpdater,1,2,0
AgentZeroFive,OpenAI,1,2,0
AgentZeroFive,OpenAICite,1,2,2
AgentZeroFive,OpenAIHelper,1,2,0
AgentZeroFive,OpenAIJan13AsianScout,1,2,2
AgentZeroFive,OpenAIResearchJun22XYZ,1,2,2
AgentZeroFive,OpenAIResearcher,1,2,4
AgentZeroFive,OpenAIResearcherX,1,2,2
AgentZeroFive,OpenAISecCountyHelperZeta12,1,2,2
AgentZeroFive,OpenAiResearcher,1,2,8
AgentZeroFive,PublicDataRefsABC,1,2,2
AgentZeroFive,ReadOnlyArchiveViewer832438823,1,2,2
AgentZeroFive,ResearchHH,1,2,2
AgentZeroFive,ResearchPrepX2027B,1,2,2
AgentZeroFive,ResearchUserXYZ,1,2,2
AgentZeroFive,TmpAgentCites1780170235,1,2,2
AgentZeroFive,WillOver2366,1,2,2
AgentZeroFive,[Person17],1,2,2
ArchiveResearchHelperCharleston,CharlestonLinksOCRHelper,1,2,2
ArchiveResearchHelperCharleston,CookDataHelper,1,2,2
ArchiveResearchHelperCharleston,CookResearcher,1,2,2
ArchiveResearchHelperCharleston,CookYr1782096693356649,1,2,2
ArchiveResearchHelperCharleston,DataHelperCookXYZ,1,2,2
ArchiveResearchHelperCharleston,DataResearchTemp,1,2,2
ArchiveResearchHelperCharleston,DataUSAResearchNacog,1,2,2
ArchiveResearchHelperCharleston,FinalMD893078843,1,2,2
ArchiveResearchHelperCharleston,GuestResearch1823,1,2,2
ArchiveResearchHelperCharleston,GuestResearch378611,1,2,2
ArchiveResearchHelperCharleston,MassUpdater,1,2,0
ArchiveResearchHelperCharleston,OpenAI,1,2,0
ArchiveResearchHelperCharleston,OpenAICite,1,2,2
ArchiveResearchHelperCharleston,OpenAIHelper,1,2,0
ArchiveResearchHelperCharleston,OpenAIJan13AsianScout,1,2,2
ArchiveResearchHelperCharleston,OpenAIResearchJun22XYZ,1,2,2
ArchiveResearchHelperCharleston,OpenAIResearcher,1,2,4
ArchiveResearchHelperCharleston,OpenAIResearcherX,1,2,2
ArchiveResearchHelperCharleston,OpenAISecCountyHelperZeta12,1,2,2
ArchiveResearchHelperCharleston,OpenAiResearcher,1,2,8
ArchiveResearchHelperCharleston,PublicDataRefsABC,1,2,2
ArchiveResearchHelperCharleston,ReadOnlyArchiveViewer832438823,1,2,2
ArchiveResearchHelperCharleston,ResearchHH,1,2,2
ArchiveResearchHelperCharleston,ResearchPrepX2027B,1,2,2
ArchiveResearchHelperCharleston,ResearchUserXYZ,1,2,2
ArchiveResearchHelperCharleston,TmpAgentCites1780170235,1,2,2
ArchiveResearchHelperCharleston,WillOver2366,1,2,2
ArchiveResearchHelperCharleston,[Person17],1,2,2
CharlestonLinksOCRHelper,CookDataHelper,1,2,2
CharlestonLinksOCRHelper,CookResearcher,1,2,2
CharlestonLinksOCRHelper,CookYr1782096693356649,1,2,2
CharlestonLinksOCRHelper,DataHelperCookXYZ,1,2,2
CharlestonLinksOCRHelper,DataResearchTemp,1,2,2
CharlestonLinksOCRHelper,DataUSAResearchNacog,1,2,2
CharlestonLinksOCRHelper,FinalMD893078843,1,2,2
CharlestonLinksOCRHelper,GuestResearch1823,1,2,2
CharlestonLinksOCRHelper,GuestResearch378611,1,2,2
CharlestonLinksOCRHelper,MassUpdater,1,2,0
CharlestonLinksOCRHelper,OpenAICite,1,2,2
CharlestonLinksOCRHelper,OpenAIHelper,1,2,0
CharlestonLinksOCRHelper,OpenAIJan13AsianScout,1,2,2
CharlestonLinksOCRHelper,OpenAIResearchJun22XYZ,1,2,2
CharlestonLinksOCRHelper,OpenAIResearcher,1,2,4
CharlestonLinksOCRHelper,OpenAIResearcherX,1,2,2
CharlestonLinksOCRHelper,OpenAISecCountyHelperZeta12,1,2,2
CharlestonLinksOCRHelper,OpenAiResearcher,1,2,8
CharlestonLinksOCRHelper,PublicDataRefsABC,1,2,2
CharlestonLinksOCRHelper,ReadOnlyArchiveViewer832438823,1,2,2
CharlestonLinksOCRHelper,ResearchHH,1,2,2
CharlestonLinksOCRHelper,ResearchPrepX2027B,1,2,2
CharlestonLinksOCRHelper,ResearchUserXYZ,1,2,2
CharlestonLinksOCRHelper,TmpAgentCites1780170235,1,2,2
CharlestonLinksOCRHelper,WillOver2366,1,2,2
CharlestonLinksOCRHelper,[Person17],1,2,2
CookDataHelper,CookResearcher,1,2,2
CookDataHelper,CookYr1782096693356649,1,2,2
CookDataHelper,DataHelperCookXYZ,1,2,2
CookDataHelper,DataResearchTemp,1,2,2
CookDataHelper,DataUSAResearchNacog,1,2,2
CookDataHelper,FinalMD893078843,1,2,2
CookDataHelper,GuestResearch1823,1,2,2
CookDataHelper,GuestResearch378611,1,2,2
CookDataHelper,MassUpdater,1,2,0
CookDataHelper,OpenAI,1,2,0
CookDataHelper,OpenAICite,1,2,2
CookDataHelper,OpenAIHelper,1,2,0
CookDataHelper,OpenAIJan13AsianScout,1,2,2
CookDataHelper,OpenAIResearchJun22XYZ,1,2,2
CookDataHelper,OpenAIResearcher,1,2,4
CookDataHelper,OpenAIResearcherX,1,2,2
CookDataHelper,OpenAISecCountyHelperZeta12,1,2,2
CookDataHelper,OpenAiResearcher,1,2,8
CookDataHelper,PublicDataRefsABC,1,2,2
CookDataHelper,ReadOnlyArchiveViewer832438823,1,2,2
CookDataHelper,ResearchHH,1,2,2
CookDataHelper,ResearchPrepX2027B,1,2,2
CookDataHelper,ResearchUserXYZ,1,2,2
CookDataHelper,TmpAgentCites1780170235,1,2,2
CookDataHelper,WillOver2366,1,2,2
CookDataHelper,[Person17],1,2,2
CookResearcher,CookYr1782096693356649,1,2,2
CookResearcher,DataHelperCookXYZ,1,2,2
CookResearcher,DataResearchTemp,1,2,2
CookResearcher,DataUSAResearchNacog,1,2,2
CookResearcher,FinalMD893078843,1,2,2
CookResearcher,GuestResearch1823,1,2,2
CookResearcher,GuestResearch378611,1,2,2
CookResearcher,MassUpdater,1,2,0
CookResearcher,OpenAI,1,2,0
CookResearcher,OpenAICite,1,2,2
CookResearcher,OpenAIHelper,1,2,0
CookResearcher,OpenAIJan13AsianScout,1,2,2
CookResearcher,OpenAIResearchJun22XYZ,1,2,2
CookResearcher,OpenAIResearcher,1,2,4
CookResearcher,OpenAIResearcherX,1,2,2
CookResearcher,OpenAISecCountyHelperZeta12,1,2,2
CookResearcher,OpenAiResearcher,1,2,8
CookResearcher,PublicDataRefsABC,1,2,2
CookResearcher,ReadOnlyArchiveViewer832438823,1,2,2
CookResearcher,ResearchHH,1,2,2
CookResearcher,ResearchPrepX2027B,1,2,2
CookResearcher,ResearchUserXYZ,1,2,2
CookResearcher,TmpAgentCites1780170235,1,2,2
CookResearcher,WillOver2366,1,2,2
CookResearcher,[Person17],1,2,2
CookYr1782096693356649,DataHelperCookXYZ,1,2,2
CookYr1782096693356649,DataResearchTemp,1,2,2
CookYr1782096693356649,DataUSAResearchNacog,1,2,2
CookYr1782096693356649,FinalMD893078843,1,2,2
CookYr1782096693356649,GuestResearch1823,1,2,2
CookYr1782096693356649,GuestResearch378611,1,2,2
CookYr1782096693356649,MassUpdater,1,2,0
CookYr1782096693356649,OpenAI,1,2,0
CookYr1782096693356649,OpenAICite,1,2,2
CookYr1782096693356649,OpenAIHelper,1,2,0
CookYr1782096693356649,OpenAIJan13AsianScout,1,2,2
CookYr1782096693356649,OpenAIResearchJun22XYZ,1,2,2
CookYr1782096693356649,OpenAIResearcher,1,2,4
CookYr1782096693356649,OpenAIResearcherX,1,2,2
CookYr1782096693356649,OpenAISecCountyHelperZeta12,1,2,2
CookYr1782096693356649,OpenAiResearcher,1,2,8
CookYr1782096693356649,PublicDataRefsABC,1,2,2
CookYr1782096693356649,ReadOnlyArchiveViewer832438823,1,2,2
CookYr1782096693356649,ResearchHH,1,2,2
CookYr1782096693356649,ResearchPrepX2027B,1,2,2
CookYr1782096693356649,ResearchUserXYZ,1,2,2
CookYr1782096693356649,TmpAgentCites1780170235,1,2,2
CookYr1782096693356649,WillOver2366,1,2,2
CookYr1782096693356649,[Person17],1,2,2
DataHelperCookXYZ,DataResearchTemp,1,2,2
DataHelperCookXYZ,DataUSAResearchNacog,1,2,2
DataHelperCookXYZ,FinalMD893078843,1,2,2
DataHelperCookXYZ,GuestResearch1823,1,2,2
DataHelperCookXYZ,GuestResearch378611,1,2,2
DataHelperCookXYZ,MassUpdater,1,2,0
DataHelperCookXYZ,OpenAI,1,2,0
DataHelperCookXYZ,OpenAICite,1,2,2
DataHelperCookXYZ,OpenAIHelper,1,2,0
