label,page_key,task_a,outer_a,task_b,outer_b,d_task_s,d_outer_s,factor,rev_a,rev_b,quote_a,quote_a_ref,quote_b,quote_b_ref
SectorAgentNov27OAI,dse~Sector61State5FastSignal,09:54:28,2026-06-16 20:55:31+00:00,21:43:35,2026-06-16 20:58:00+00:00,42547,149.0,285.55,dse~Sector61State5FastSignal@21,dse~Sector61State5FastSignal@21,,dse~Sector61State5FastSignal@16|delta|93|46|b38080113b69|roh,At task 21:43:35 container UTC ~20:58,
SectorAgentNov27OAI,dse~Sector61State5FastSignal,21:43:35,2026-06-16 20:58:00+00:00,01:42:39,2026-06-16 21:02:00+00:00,14344,240.0,59.767,dse~Sector61State5FastSignal@21,dse~Sector61State5FastSignal@21,At task 21:43:35 container UTC ~20:58,,,dse~Sector61State5FastSignal@17|delta|94|43|99205a34c192|roh
SectorAgentNov27OAI,dse~Sector61State5FastSignal,00:28:20,2026-06-16 21:13:52+00:00,13:23:48,2026-06-16 21:22:54+00:00,46528,542.0,85.845,dse~Sector61State5FastSignal@34,dse~Sector61State5FastSignal@43,task was 00:28:20 near UTC 21:13:52,,,dse~Sector61State5FastSignal@40|delta|63|60|554407b9f0cc|roh
SectorAgentNov27OAI,dse~Sector61State5LiveRelay,05:19:06,2026-06-16 19:33:21+00:00,18:31:00,2026-06-16 19:36:03+00:00,47514,162.0,293.296,dse~Sector61State5LiveRelay@24,dse~Sector61State5LiveRelay@24,,dse~Sector61State5LiveRelay@9|delta|0|68|638ef22b28f5|roh,,dse~Sector61State5LiveRelay@11|delta|118|44|0d0fd73f7785|roh
SectorAgentNov27OAI,dse~Sector61State5LiveRelay,00:20:36,2026-06-16 19:37:56+00:00,11:39:10,2026-06-16 19:40:30+00:00,40714,154.0,264.377,dse~Sector61State5LiveRelay@24,dse~Sector61State5LiveRelay@24,,dse~Sector61State5LiveRelay@15|delta|88|46|bd7cfeb479ca|roh,,dse~Sector61State5LiveRelay@17|delta|60|44|0346bc221bfa|roh
SectorAgentNov27OAI,dse~Sector61State5LiveRelay,11:39:10,2026-06-16 19:40:30+00:00,11:50:41,2026-06-16 19:51:05+00:00,691,635.0,1.088,dse~Sector61State5LiveRelay@24,dse~Sector61State5LiveRelay@24,,dse~Sector61State5LiveRelay@17|delta|60|44|0346bc221bfa|roh,WV due task 11:50:41 = UTC ~19:51:05,
SectorAgentNov27OAI,dse~Sector61State5LiveRelay,22:22:55,2026-06-16 19:51:35+00:00,23:27:35,2026-06-16 20:29:58+00:00,3880,2303.0,1.685,dse~Sector61State5LiveRelay@24,dse~Sector61State5LiveRelay@53,,dse~Sector61State5LiveRelay@22|delta|96|40|618abbfe0e5b|roh,,dse~Sector61State5LiveRelay@39|delta|107|40|5b7b03176702|roh
SectorAgentNov27OAI,dse~Sector61State5LiveRelay,05:09:40,2026-06-16 20:35:55+00:00,10:17:31,2026-06-16 20:41:52+00:00,18471,357.0,51.739,dse~Sector61State5LiveRelay@53,dse~Sector61State5LiveRelay@53,,dse~Sector61State5LiveRelay@42|delta|104|40|9646a16057de|roh,Mapping task 10:17:31 = UTC 20:41:52,
SectorAgentNov27OAI,dse~Sector61State5LiveRelay,10:17:31,2026-06-16 20:41:52+00:00,10:39:47,2026-06-16 20:46:05+00:00,1336,253.0,5.281,dse~Sector61State5LiveRelay@53,dse~Sector61State5LiveRelay@53,Mapping task 10:17:31 = UTC 20:41:52,,,dse~Sector61State5LiveRelay@51|delta|126|45|73d7e7dcc19d|roh
SectorAgentOct21OAI,dse~DataUSAStateSequenceCollab2027,07:56:10,2026-06-16 18:47:34+00:00,13:38:55,2026-06-16 18:53:37+00:00,20565,363.0,56.653,dse~DataUSAStateSequenceCollab2027@52,dse~DataUSAStateSequenceCollab2027@52,,dse~DataUSAStateSequenceCollab2027@35|delta|99|43|c735b67c3e23|roh,,dse~DataUSAStateSequenceCollab2027@39|delta|105|43|343973d6628a|roh
SectorAgentOct21OAI,dse~DataUSAStateSequenceCollab2027,13:38:55,2026-06-16 18:53:37+00:00,03:03:36,2026-06-16 19:24:30+00:00,48281,1853.0,26.056,dse~DataUSAStateSequenceCollab2027@52,dse~DataUSAStateSequenceCollab2027@77,,dse~DataUSAStateSequenceCollab2027@39|delta|105|43|343973d6628a|roh,,dse~DataUSAStateSequenceCollab2027@77|delta|107|46|08ca107ce42b|roh
SectorAgentSep21OAI,dse~DataUSAStateSequenceCollab2027,07:56:10,2026-06-16 18:47:34+00:00,13:38:55,2026-06-16 18:53:37+00:00,20565,363.0,56.653,dse~DataUSAStateSequenceCollab2027@58,dse~DataUSAStateSequenceCollab2027@58,,dse~DataUSAStateSequenceCollab2027@35|delta|99|43|c735b67c3e23|roh,,dse~DataUSAStateSequenceCollab2027@39|delta|105|43|343973d6628a|roh
SectorAgentSep21OAI,dse~DataUSAStateSequenceCollab2027,13:38:55,2026-06-16 18:53:37+00:00,03:03:36,2026-06-16 19:24:30+00:00,48281,1853.0,26.056,dse~DataUSAStateSequenceCollab2027@58,dse~DataUSAStateSequenceCollab2027@92,,dse~DataUSAStateSequenceCollab2027@39|delta|105|43|343973d6628a|roh,,dse~DataUSAStateSequenceCollab2027@77|delta|107|46|08ca107ce42b|roh
SectorAgentSep21OAI,dse~DataUSAStateSequenceCollab2027,13:10:31,2026-06-16 19:25:14+00:00,21:53:45,2026-06-16 19:30:08+00:00,31394,294.0,106.782,dse~DataUSAStateSequenceCollab2027@69,dse~DataUSAStateSequenceCollab2027@92,,dse~DataUSAStateSequenceCollab2027@69|delta|0|62|0583f1f08930|roh,,dse~DataUSAStateSequenceCollab2027@79|delta|121|42|05b8542b702d|roh
SectorAgentSep21OAI,dse~DataUSAStateSequenceCollab2027,01:57:35,2026-06-16 19:34:54+00:00,13:20:45,2026-06-16 19:42:08+00:00,40990,434.0,94.447,dse~DataUSAStateSequenceCollab2027@92,dse~DataUSAStateSequenceCollab2027@92,,dse~DataUSAStateSequenceCollab2027@89|delta|116|47|9a69d2fe8aaf|roh,,dse~DataUSAStateSequenceCollab2027@92|delta|0|68|569f304a6b8b|roh
SectorAgentSep22OAI,dse~DataUSAStateSequenceCollab2027,07:56:10,2026-06-16 18:47:34+00:00,13:38:55,2026-06-16 18:53:37+00:00,20565,363.0,56.653,dse~DataUSAStateSequenceCollab2027@38,dse~DataUSAStateSequenceCollab2027@60,,dse~DataUSAStateSequenceCollab2027@35|delta|99|43|c735b67c3e23|roh,,dse~DataUSAStateSequenceCollab2027@39|delta|105|43|343973d6628a|roh
SectorAgentSep22OAI,dse~Sector61State5LiveRelay,05:09:40,2026-06-16 20:35:55+00:00,10:17:31,2026-06-16 20:41:52+00:00,18471,357.0,51.739,dse~Sector61State5LiveRelay@56,dse~Sector61State5LiveRelay@56,,dse~Sector61State5LiveRelay@42|delta|104|40|9646a16057de|roh,Mapping task 10:17:31 = UTC 20:41:52,
SectorAgentSep22OAI,dse~Sector61State5LiveRelay,10:17:31,2026-06-16 20:41:52+00:00,10:39:47,2026-06-16 20:46:05+00:00,1336,253.0,5.281,dse~Sector61State5LiveRelay@56,dse~Sector61State5LiveRelay@56,Mapping task 10:17:31 = UTC 20:41:52,,,dse~Sector61State5LiveRelay@51|delta|126|45|73d7e7dcc19d|roh
Sep17OECDScout,dse~UEFAPassAccuracySequenceSep17,13:13:45,2026-06-20 09:50:00+00:00,14:49:29,2026-06-20 09:55:58+00:00,5744,358.0,16.045,dse~UEFAPassAccuracySequenceSep17@6,dse~UEFAPassAccuracySequenceSep17@6,,dse~UEFAPassAccuracySequenceSep17@4|delta|112|49|3f5a0baa8c72|roh,,dse~UEFAPassAccuracySequenceSep17@6|delta|0|83|a60a03f4d2b1|roh
Sep22ClothingObserver,dse~DataUSAClothing2m56LiveC3,11:04:30,2026-06-16 19:18:00+00:00,22:06:53,2026-06-16 19:20:47+00:00,39743,167.0,237.982,dse~DataUSAClothing2m56LiveC3@13,dse~DataUSAClothing2m56LiveC3@13,,dse~DataUSAClothing2m56LiveC3@6|delta|52|43|e4f9d531a65f|roh,,dse~DataUSAClothing2m56LiveC3@10|delta|86|44|39d7b49644f9|roh
Sep26ClothingAgent,dse~ClothingC3RelayMar19X,15:48:46,2026-06-16 20:48:32+00:00,00:51:20,2026-06-16 20:54:27+00:00,32554,355.0,91.701,dse~ClothingC3RelayMar19X@7,dse~ClothingC3RelayMar19X@7,,dse~ClothingC3RelayMar19X@5|delta|0|52|6d18e5b2d2f3|roh,,dse~ClothingC3RelayMar19X@7|delta|0|42|3580a638534c|roh
SequenceHelperFeb,dse~DataUSAStateSequenceCollab2027,07:56:10,2026-06-16 18:47:34+00:00,13:38:55,2026-06-16 18:53:37+00:00,20565,363.0,56.653,dse~DataUSAStateSequenceCollab2027@41,dse~DataUSAStateSequenceCollab2027@41,,dse~DataUSAStateSequenceCollab2027@35|delta|99|43|c735b67c3e23|roh,,dse~DataUSAStateSequenceCollab2027@39|delta|105|43|343973d6628a|roh
StateSequenceHelperOAI,dse~Sector61State5FastSignal,00:28:20,2026-06-16 21:13:52+00:00,13:23:48,2026-06-16 21:22:54+00:00,46528,542.0,85.845,dse~Sector61State5FastSignal@47,dse~Sector61State5FastSignal@47,task was 00:28:20 near UTC 21:13:52,,,dse~Sector61State5FastSignal@40|delta|63|60|554407b9f0cc|roh
Thread42Helper,dse~DataUSAGroceryLiveAug14,11:56:25,2026-06-16 19:09:20+00:00,19:54:07,2026-06-16 19:12:17+00:00,28662,177.0,161.932,dse~DataUSAGroceryLiveAug14@14,dse~DataUSAGroceryLiveAug14@14,,dse~DataUSAGroceryLiveAug14@12|delta|125|42|09dc63fd362d|roh,At task 19:54:07 ~= UTC 19:12:17,
TransportAgentMarNineteen,dse~DataUSATransportEquipmentSequenceJun11,17:24:42,2026-06-16 19:18:27+00:00,22:44:37,2026-06-16 19:29:00+00:00,19195,633.0,30.324,dse~DataUSATransportEquipmentSequenceJun11@13,dse~DataUSATransportEquipmentSequenceJun11@28,,dse~DataUSATransportEquipmentSequenceJun11@13|delta|135|93|7f132a4e3f63|roh,mapping task 22:44:37 ~ UTC 19:29,
TransportHelperDec08OAI,dse~OpenAIClothingMar14Coord1781643700,04:07,2026-06-16 21:04:00+00:00,04:08,2026-06-16 21:06:00+00:00,60,120.0,0.5,dse~OpenAIClothingMar14Coord1781643700@1,dse~OpenAIClothingMar14Coord1781643700@3,,dse~OpenAIClothingMar14Coord1781643700@1|delta|247|47|49a0b22a67f8|roh,,dse~OpenAIClothingMar14Coord1781643700@3|delta|247|47|2bd47ec0eba8|roh
TransportHelperDec08OAI,dse~Sector61State5FastSignal,00:28:20,2026-06-16 21:13:52+00:00,13:23:48,2026-06-16 21:22:54+00:00,46528,542.0,85.845,dse~Sector61State5FastSignal@42,dse~Sector61State5FastSignal@42,task was 00:28:20 near UTC 21:13:52,,,dse~Sector61State5FastSignal@40|delta|63|60|554407b9f0cc|roh
TransportHelperDec08OAI,dse~TransportSequenceLiveRelayR3,18:05:38,2026-06-16 20:18:45+00:00,02:58:25,2026-06-16 20:57:25+00:00,31967,2320.0,13.779,dse~TransportSequenceLiveRelayR3@11,dse~TransportSequenceLiveRelayR3@24,"At task 18:05:38, shared UTC ~20:18:45",,task 02:58:25 ~= shared UTC 20:57:25,
TransportHelperOct12,dse~TransportSequenceLiveRelayR3,18:05:38,2026-06-16 20:18:45+00:00,20:50:58,2026-06-16 20:39:00+00:00,9920,1215.0,8.165,dse~TransportSequenceLiveRelayR3@12,dse~TransportSequenceLiveRelayR3@23,"At task 18:05:38, shared UTC ~20:18:45",,,dse~TransportSequenceLiveRelayR3@18|delta|62|59|9cb25cb196b8|roh
TransportHelperOct12,dse~TransportSequenceLiveRelayR3,20:50:58,2026-06-16 20:39:00+00:00,01:43:00,2026-06-16 20:42:00+00:00,17522,180.0,97.344,dse~TransportSequenceLiveRelayR3@23,dse~TransportSequenceLiveRelayR3@23,,dse~TransportSequenceLiveRelayR3@18|delta|62|59|9cb25cb196b8|roh,,dse~TransportSequenceLiveRelayR3@18|delta|0|60|f0d04b9db649|roh
TransportHelperOct12,dse~TransportSequenceLiveRelayR3,20:41:50,2026-06-16 20:50:40+00:00,01:30:14,2026-06-16 20:53:53+00:00,17304,193.0,89.658,dse~TransportSequenceLiveRelayR3@23,dse~TransportSequenceLiveRelayR3@23,,dse~TransportSequenceLiveRelayR3@19|delta|0|54|ca23c21bee25|roh,,dse~TransportSequenceLiveRelayR3@19|delta|196|59|43f7e8074d2d|roh
TransportHelperOct12,dse~TransportSequenceLiveRelayR3,01:30:14,2026-06-16 20:53:53+00:00,02:58:25,2026-06-16 20:57:25+00:00,5291,212.0,24.958,dse~TransportSequenceLiveRelayR3@23,dse~TransportSequenceLiveRelayR3@23,,dse~TransportSequenceLiveRelayR3@19|delta|196|59|43f7e8074d2d|roh,task 02:58:25 ~= shared UTC 20:57:25,
