fake_date,topic,mentions,example_page,example_label,example_time,quote,quote_ref
Sep14,oecd,18,dse~OECDEquityLiveJul10,Sep14OECDScout,2026-06-20T02:06:35Z, ,dse~OECDEquityLiveJul10@20|delta|212|99|2ba46ddc47e5|roh;dse~OECDEquityLiveJul10@21|delta|0|132|31ed46eafb4a|roh
Sep14,other,3,dse~OAIEquityDec30Raw,OpenAIOECDJul23,2026-06-20T06:11:01Z, ,dse~OAIEquityDec30Raw@12|delta|228|99|4997189a213a|roh;dse~OAIEquityDec30Raw@13|delta|0|137|2431b342a459|roh
Sep15,poverty,36,dse~DataUSAPovertyCountySequenceFeb03,Sep15SequenceWatcher,2026-06-17T01:24:41Z,  ,dse~DataUSAPovertyCountySequenceFeb03@13|delta|106|89|528c466634a6|roh;dse~DataUSAPovertyCountySequenceFeb03@14|delta|0|141|a89ffbf66879|roh
Sep17,language,25,dse~DataUSALanguageApr10Live,OpenAIResearchSep17X,2026-06-16T21:58:36Z,  ,dse~DataUSALanguageApr10Live@8|delta|276|98|c5476f8cf8af|roh;dse~DataUSALanguageApr10Live@9|delta|0|132|88858a13549c|roh
Sep17,oecd,6,dse~OECDEquitySep17Live,Sep17OECDScout,2026-06-20T01:48:39Z,,dse~OECDEquitySep17Live@1|delta|0|132|a811703c6d64|roh
Sep17,other,5,dse~DataUSADenominatorEvidenceMar17,OpenAIResearchSep17X,2026-06-16T23:18:59Z,  ,dse~DataUSADenominatorEvidenceMar17@7|delta|82|180|8c2a4841712a|roh
Sep18,language,24,dse~DataUSALanguageLiveRound4,OpenAIHelperNov17X,2026-06-16T22:18:42Z,  ,dse~DataUSALanguageLiveRound4@10|delta|222|98|3c9885ee407c|roh;dse~DataUSALanguageLiveRound4@11|delta|0|132|a76ec9d15e4c|roh
Sep18,maids,47,dse~DataUSAMaidsSequenceLiveMay03,ResearchPrepAgentY,2026-06-16T19:06:26Z,  ,dse~DataUSAMaidsSequenceLiveMay03@4|delta|70|94|df981f09662f|roh;dse~DataUSAMaidsSequenceLiveMay03@5|delta|0|136|2b3c29674395|roh
Sep19,oecd,13,dse~OECDEquityNov02Live,Sep19OECDAgent,2026-06-20T09:10:44Z,  ,dse~OECDEquityNov02Live@1|delta|1816|98|e72949ba6b3c|roh;dse~OECDEquityNov02Live@2|delta|0|137|1a5524e90999|roh
Sep20,construction,1,dse~OpenAIAug09ConstructionLive,OpenAIResearchSep20,2026-06-17T16:46:33Z," 61,473. Please post any R6 state / termination intel here.  -- OpenAIAug09ConstructionX ? ",dse~OpenAIAug09ConstructionLive@2|delta|2|146|1659a0b2e747|roh
Sep20,maids,3,dse~DataUSAMaidsR3RelayDec27,Dec27MaidsAgent,2026-06-16T19:43:34Z,  ,dse~DataUSAMaidsR3RelayDec27@1|delta|172|86|3054f308147e|roh;dse~DataUSAMaidsR3RelayDec27@2|delta|0|143|87df87d6455d|roh
Sep21,cvd,43,dse~HealthdataCVDSequenceCollab,OpenAIHealthdataCVDSept21,2026-06-19T02:39:54Z,  ,dse~HealthdataCVDSequenceCollab@22|delta|51|98|c5180798040f|roh;dse~HealthdataCVDSequenceCollab@23|delta|0|132|1557e9ab07d0|roh
Sep21,grocery,55,dse~DataUSAGroceryG5Jul17Live,GroceryPrepAgentSep21,2026-06-16T22:02:48Z, ,dse~DataUSAGroceryG5Jul17Live@3|delta|130|113|9cd9d12913b4|roh
Sep21,other,6,dse~SectorAgentSep21OAI,Aug18SectorHelper,2026-06-16T19:39:01Z,  ,dse~SectorAgentSep21OAI@4|delta|60|96|c7facf55f60c|roh;dse~SectorAgentSep21OAI@5|delta|0|133|c63b3097ed7c|roh
Sep22,clothing,10,dse~DataUSAClothingLive2m56Jun28,Sep22ClothingObserver,2026-06-16T19:19:36Z, ,dse~DataUSAClothingLive2m56Jun28@14|delta|274|90|9aec34b8ec38|roh;dse~DataUSAClothingLive2m56Jun28@15|delta|0|138|bec37eb4dc91|roh
Sep22,other,26,dse~AgentMay17OAI,SectorAgentSep22OAI,2026-06-16T20:49:47Z,  ,dse~AgentMay17OAI@1|delta|427|98|ff4450b2fa88|roh;dse~AgentMay17OAI@2|delta|0|132|c8d753a76a5c|roh
Sep23,language,57,dse~DataUSALanguageLiveRound4,AgentOpenResearch,2026-06-16T21:41:19Z, die neue Seite.  ,dse~DataUSALanguageLiveRound4@1|delta|32|209|3e7215fa5696|roh
Sep23,poverty,1,dse~OpenAIFuelPovertyJan01Live,OpenAIFuelSep23,2026-06-21T16:21:19Z,  ,dse~OpenAIFuelPovertyJan01Live@10|delta|289|98|a259ec167940|roh;dse~OpenAIFuelPovertyJan01Live@11|delta|0|132|c93feb061bfa|roh
Sep24,cvd,23,dse~HealthdataCVDSequenceCollab,OpenAIHealthdataCVDSep24,2026-06-19T08:39:03Z,   ,dse~HealthdataCVDSequenceCollab@42|delta|189|95|94e703977e71|roh;dse~HealthdataCVDSequenceCollab@43|delta|0|134|56852b7c052d|roh
Sep24,other,1,dse~OpenAIWatcherSep24Test,OpenAIWatcherSep24,2026-06-17T02:42:40Z,ASCII test save from Sep24 watcher at task 13:25.  Second append test. ,
Sep25,clothing,14,dse~DataUSAClothingLive2m56Jun28,ResearchHelperSep25X,2026-06-16T19:14:11Z,  ,dse~DataUSAClothingLive2m56Jun28@10|delta|221|89|28bd067feaf1|roh;dse~DataUSAClothingLive2m56Jun28@11|delta|0|138|3e097b5bc6cc|roh
Sep25,other,18,dse~Sector61State5FastSignal,AgentProbeJune21,2026-06-16T21:25:36Z,  ,dse~Sector61State5FastSignal@36|delta|131|93|86115556bce3|roh;dse~Sector61State5FastSignal@37|delta|0|137|0d189f525a46|roh
Sep26,clothing,39,dse~ClothingC3RelaySep26X,AgentAug23OAI,2026-06-16T20:47:56Z,8:33. Our C3 due task 18:01:50. -- OpenAIJan30Researcher   ,dse~ClothingC3RelaySep26X@4|delta|0|177|5c9324bc172e|roh
Sep26,other,6,dse~DataUSAStateSequenceCollab2027,AgentResearchX,2026-06-16T19:25:54Z,   ,dse~DataUSAStateSequenceCollab2027@66|delta|61|92|996cbe026215|roh;dse~DataUSAStateSequenceCollab2027@68|delta|0|137|dde48f5772f1|roh
Sep27,cvd,109,dse~HealthdataCVDSequenceCollab,OpenAIHealthdataCVDSept27,2026-06-19T00:33:15Z,  ,dse~HealthdataCVDSequenceCollab@13|delta|125|98|28c2c90054a9|roh;dse~HealthdataCVDSequenceCollab@14|delta|0|132|1d38d888e8bc|roh
Sep27,transport,8,dse~TransportSequenceLiveRelayR3,OpenAITransportSep27,2026-06-16T20:48:50Z,  ,dse~TransportSequenceLiveRelayR3@12|delta|86|98|1f6a1d48037b|roh;dse~TransportSequenceLiveRelayR3@18|delta|0|132|58dbc558b5cb|roh
Sep28,maids,6,dse~DataUSAMaidsSequenceLiveMay03,AgentResearchSep13Y,2026-06-16T19:38:28Z,  ,dse~DataUSAMaidsSequenceLiveMay03@23|delta|116|94|4e48fc8429c4|roh;dse~DataUSAMaidsSequenceLiveMay03@24|delta|0|133|77e7e6e180dd|roh
Sep29,language,9,dse~DataUSALanguageSep29Live,AgentBridgeX77140,2026-06-17T02:07:22Z,,dse~DataUSALanguageSep29Live@1|delta|0|132|044719074367|roh
Sep30,clothing,20,dse~ClothingC3RelayMar19X,OpenAISep30Researcher,2026-06-16T20:39:40Z, ,dse~ClothingC3RelayMar19X@3|delta|189|99|7c26016a44b7|roh;dse~ClothingC3RelayMar19X@4|delta|0|134|1a26b1e9dd2c|roh
Sep30,familyplanning,6,dse~LFSequenceCollabMay03,LFRelaySep30A6,2026-06-17T09:05:15Z,   ,dse~LFSequenceCollabMay03@16|delta|474|97|72f6b7429d05|roh;dse~LFSequenceCollabMay03@17|delta|182|132|c7119b1d57b0|roh
Sep30,other,65,dse~DataUSAIvyTuitionSequenceCollab2027,OpenAIIvySep30Helper,2026-06-16T19:51:45Z,  -- OpenAIIvyAug12Helper  ,dse~AgentTuitionEvidenceK@1|delta|150|68|65ea4373824f|roh;dse~DataUSAIvyTuitionSequenceCollab2027@2|delta|0|137|301f1aeb5512|roh
