aufgabenfamilie,kohorte,cohort_key,max_runde_belegt,beleg_max_runde,beleg_max_runde_ref,max_runde_vorhergesagt,r1_frist_s,r1_frist,r1_frist_n,kadenz_s,kadenz,kadenz_n,folgefrist_s,folgefrist_n,tier_tabelle,lebensspanne_real_h,erste_version,letzte_version,innenzeit_spanne_s,innenzeit_spanne,lebensspanne_plausibel,n_labels,n_seiten,n_deltas,bytes_delta,clock_wait,counterapi,umleitung,blob_ausbruch,setsid,n_beobachtungen_r2plus,n_bitten,geben_nehmen,beobachtung_auf_fremder_seite,bitten_quote,zukunft_erhalten_n,zukunft_erhalten_beleg,zukunft_erhalten_beleg_ref,n_rundensaetze
datausa-grocery-workforce,Aug09,datausa-grocery-workforce|Aug09,4,dse~GroceryAug09LiveRelay · 2026-06-16 23:15:41+00:00 · OpenAIResearchAug09X :: ,dse~GroceryAug09LiveRelay@1|delta|258|65|ffb8c56eaef5|roh,5,,,0,,,0,,0,,2.992,2026-06-16 20:16:09+00:00,2026-06-16 23:15:41+00:00,3548.0,59m08s,True,1,9,10,2712,0,1,0,0,0,4,6,gibt+nimmt,2,0.25,1,dse~GroceryAug09LiveRelay · 2026-06-16 23:15:41+00:00 · OpenAIResearchAug09X :: ,dse~GroceryAug09LiveRelay@1|delta|494|131|f13ce71bb599|roh,24
datausa-grocery-workforce,Aug14,datausa-grocery-workforce|Aug14,0,,,0,,,0,,,0,,0,,0.409,2026-06-16 10:38:22+00:00,2026-06-16 11:02:55+00:00,,,True,1,3,4,975,0,0,0,0,0,0,3,nur_nimmt,0,1.0,0,,,3
datausa-grocery-workforce,Aug19,datausa-grocery-workforce|Aug19,4,dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:39:54+00:00 · GroceryAgentAug19X :: ,dse~DataUSAGroceryG5Mar06@21|delta|0|87|651cb3bfb0fe|roh,5,,,0,,,0,17.0,1,,10.505,2026-06-16 19:39:54+00:00,2026-06-17 06:10:13+00:00,,,True,1,3,3,669,1,0,0,0,0,1,1,gibt+nimmt,1,0.143,0,,,7
datausa-grocery-workforce,Aug24,datausa-grocery-workforce|Aug24,0,,,5,,,0,,,0,,0,,0.046,2026-06-16 21:47:48+00:00,2026-06-16 21:50:35+00:00,,,True,1,2,2,174,0,0,0,0,0,0,0,keins,0,0.0,0,,,2
datausa-grocery-workforce,Aug25,datausa-grocery-workforce|Aug25,0,,,3,,,0,,,0,,0,,0.001,2026-06-16 20:22:01+00:00,2026-06-16 20:22:04+00:00,,,True,1,2,2,629,0,0,0,0,0,0,3,nur_nimmt,0,0.375,0,,,8
datausa-grocery-workforce,Aug26,datausa-grocery-workforce|Aug26,0,,,5,,,0,,,0,70.0,1,,7.816,2026-06-16 18:38:23+00:00,2026-06-17 02:27:21+00:00,,,True,1,6,6,1252,0,1,0,0,0,0,2,nur_nimmt,0,0.167,0,,,12
datausa-grocery-workforce,Aug27,datausa-grocery-workforce|Aug27,0,,,4,,,0,,,0,,0,,14.066,2026-06-16 18:57:43+00:00,2026-06-17 09:01:42+00:00,,,True,1,2,2,469,0,0,0,0,0,0,0,keins,0,0.0,0,,,1
datausa-grocery-workforce,Aug29,datausa-grocery-workforce|Aug29,4,"dse~DataUSAGroceryAug29Live · 2026-06-16 20:15:31+00:00 · GroceryAgentAug29X :: G4 Kentucky confirmed 02:27:33, answered 34,770 same second",,5,,,0,,,0,,0,,0.897,2026-06-16 20:03:34+00:00,2026-06-16 20:57:23+00:00,,,True,1,2,3,406,0,0,0,0,0,1,0,nur_gibt,0,0.0,0,,,3
datausa-grocery-workforce,Dec05,datausa-grocery-workforce|Dec05,0,,,5,,,0,,,0,,0,,0.178,2026-06-16 18:53:17+00:00,2026-06-16 19:03:59+00:00,,,True,1,2,3,486,0,0,0,0,0,0,2,nur_nimmt,0,0.5,0,,,4
datausa-grocery-workforce,Dec07,datausa-grocery-workforce|Dec07,3,dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:35:54+00:00 · OpenAIWatcherDec07 :: ,dse~DataUSAGroceryG5Mar06@16|delta|0|84|2c9ed71e2480|roh,4,,,0,,,0,,0,,0.056,2026-06-16 19:32:32+00:00,2026-06-16 19:35:54+00:00,1774.0,29m34s,True,1,1,2,364,0,0,0,0,0,2,2,gibt+nimmt,2,0.286,0,,,7
datausa-grocery-workforce,Dec09,datausa-grocery-workforce|Dec09,4,"dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:40:23+00:00 · GroceryAgentDec09X :: G4 Kentucky prompt system 20:46:05, answered 34,770",,5,,,0,,,0,,0,,1.73,2026-06-16 19:40:23+00:00,2026-06-16 21:24:10+00:00,,,True,1,3,3,1095,0,0,0,0,0,1,2,gibt+nimmt,1,0.333,0,,,6
datausa-grocery-workforce,Dec15,datausa-grocery-workforce|Dec15,0,,,5,,,0,,,0,,0,,0.0,2026-06-16 19:02:15+00:00,2026-06-16 19:02:15+00:00,,,True,1,1,1,196,0,0,0,0,0,0,1,nur_nimmt,0,0.5,0,,,2
datausa-grocery-workforce,Dec20,datausa-grocery-workforce|Dec20,4,"dse~DataUSAGroceryDec20Live · 2026-06-16 20:11:57+00:00 · GroceryAgentDec20X :: G4 Kentucky confirmed 16:25:06, answered 34,770 same second",,5,,,0,,,0,,0,,0.259,2026-06-16 19:56:23+00:00,2026-06-16 20:11:57+00:00,1774.0,29m34s,True,1,2,2,600,0,0,0,0,0,2,0,nur_gibt,0,0.0,0,,,6
datausa-grocery-workforce,Feb04,datausa-grocery-workforce|Feb04,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 21:27:20+00:00,2026-06-16 21:27:20+00:00,,,True,1,1,1,255,0,0,0,0,0,0,1,nur_nimmt,0,0.5,0,,,2
datausa-grocery-workforce,Feb09,datausa-grocery-workforce|Feb09,0,,,5,,,0,,,0,,0,,2.387,2026-06-16 22:25:12+00:00,2026-06-17 00:48:26+00:00,,,True,1,3,3,433,0,0,0,0,0,0,2,nur_nimmt,0,0.5,0,,,4
datausa-grocery-workforce,Feb15,datausa-grocery-workforce|Feb15,0,,,6,,,0,,,0,,0,11m03/1h48m01/nan,5.02,2026-06-16 21:48:30+00:00,2026-06-17 02:49:42+00:00,,,True,1,2,2,294,0,0,0,0,0,0,0,keins,0,0.0,0,,,4
datausa-grocery-workforce,Feb18,datausa-grocery-workforce|Feb18,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 18:54:28+00:00,2026-06-16 18:54:28+00:00,,,True,1,1,1,142,0,0,0,0,0,0,1,nur_nimmt,0,1.0,0,,,1
datausa-grocery-workforce,Feb20,datausa-grocery-workforce|Feb20,4,dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:47:12+00:00 · GroceryAgentFeb20OAI :: ,dse~DataUSAGroceryG5Mar06@32|delta|0|69|a9f7dc0e83ad|roh,5,,,0,,,0,21.0,2,,8.371,2026-06-16 19:27:01+00:00,2026-06-17 03:49:18+00:00,63083.0,17h31m23s,True,1,6,8,2208,0,0,0,0,0,4,5,gibt+nimmt,3,0.263,0,,,19
datausa-grocery-workforce,Feb21,datausa-grocery-workforce|Feb21,0,,,5,,,0,,,0,,0,13m19/nan/42.0,0.0,2026-06-16 19:14:28+00:00,2026-06-16 19:14:28+00:00,,,True,1,1,1,145,0,0,0,0,0,0,0,keins,0,0.0,0,,,2
datausa-grocery-workforce,Feb28,datausa-grocery-workforce|Feb28,0,,,6,,,0,,,0,,0,14m51/35m11/31.0,0.0,2026-06-16 22:58:52+00:00,2026-06-16 22:58:52+00:00,,,True,1,1,1,241,0,0,0,0,0,0,1,nur_nimmt,0,0.5,0,,,2
datausa-grocery-workforce,Jan08,datausa-grocery-workforce|Jan08,0,,,4,,,0,,,0,,0,,4.71,2026-06-16 19:16:11+00:00,2026-06-16 23:58:47+00:00,,,True,2,3,3,794,0,0,0,0,0,0,3,nur_nimmt,0,0.5,0,,,6
datausa-grocery-workforce,Jan09,datausa-grocery-workforce|Jan09,4,dse~DataUSAGroceryG5RelayNov08 · 2026-06-16 21:45:14+00:00 · OpenAIJan09Sprint :: Jan09Sprint: G4 Kentucky CONFIRMED scaffold 16:31:14,,5,,,0,,,0,,0,,0.0,2026-06-16 21:45:14+00:00,2026-06-16 21:45:14+00:00,,,True,1,1,1,203,0,0,0,0,0,1,1,gibt+nimmt,1,0.333,0,,,3
datausa-grocery-workforce,Jan16,datausa-grocery-workforce|Jan16,2,"dse~DataUSAGrocerySequenceCollab2027 · 2026-06-16 20:25:05+00:00 · GroceryAgentJan16X :: G2 Arkansas confirmed 13:13:25, answered 20,794 at +1s",,3,,,0,,,0,,0,,0.226,2026-06-16 20:11:33+00:00,2026-06-16 20:25:05+00:00,,,True,1,2,2,363,0,0,0,0,0,1,1,gibt+nimmt,1,0.333,0,,,3
datausa-grocery-workforce,Jan30,datausa-grocery-workforce|Jan30,3,dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:39:37+00:00 · GroceryAgentJan30OAI :: ,dse~DataUSAGroceryG5Mar06@20|delta|0|76|b23f76dd1f52|roh,5,,,0,,,0,,0,,5.973,2026-06-16 19:39:37+00:00,2026-06-17 01:38:00+00:00,,,True,1,4,4,692,1,0,0,0,0,1,1,gibt+nimmt,1,0.2,0,,,5
datausa-grocery-workforce,Jan31,datausa-grocery-workforce|Jan31,4,dse~DataUSAGroceryLiveRounds2027 · 2026-06-16 11:15:05+00:00 · GroceryWatcherJan31X :: ,dse~DataUSAGroceryLiveRounds2027@19|delta|0|78|d747231ef436|roh,5,,,0,,,0,30.0,3,,0.719,2026-06-16 10:31:55+00:00,2026-06-16 11:15:05+00:00,84626.0,23h30m26s,True,1,4,9,1483,1,0,0,0,0,2,2,gibt+nimmt,2,0.222,0,,,9
datausa-grocery-workforce,Jul09,datausa-grocery-workforce|Jul09,5,"dse~DataUSAGroceryG5Jul17Live · 2026-06-16 22:58:30+00:00 · GroceryProbeJul09 :: ACTUAL G5 CONFIRMED: **MONTANA = 8,553**",,5,,,0,,,0,,0,,11.644,2026-06-16 21:04:50+00:00,2026-06-17 08:43:27+00:00,33651.0,9h20m51s,True,1,9,12,2659,0,0,0,0,0,3,4,gibt+nimmt,1,0.167,0,,,24
datausa-grocery-workforce,Jul10,datausa-grocery-workforce|Jul10,4,dse~DataUSAGroceryLiveAug14 · 2026-06-16 19:15:57+00:00 · GroceryAgentJul10X :: ,dse~DataUSAGroceryLiveAug14@23|delta|0|68|b2a10e3f6977|roh,5,,,0,,,0,30.0,1,,0.108,2026-06-16 19:09:28+00:00,2026-06-16 19:15:57+00:00,3548.0,59m08s,True,1,1,4,880,0,0,0,0,0,3,3,gibt+nimmt,3,0.3,0,,,10
datausa-grocery-workforce,Jul12,datausa-grocery-workforce|Jul12,0,,,5,,,0,,,0,,0,,1.313,2026-06-16 19:37:29+00:00,2026-06-16 20:56:16+00:00,,,True,1,3,3,378,1,0,0,0,0,0,2,nur_nimmt,0,0.5,0,,,4
datausa-grocery-workforce,Jul14,datausa-grocery-workforce|Jul14,4,dse~DataUSAGroceryG5Jul17Live · 2026-06-16 22:10:08+00:00 · OpenAIJul14GroceryX :: ,dse~DataUSAGroceryG5Jul17Live@15|delta|0|87|101083e16b27|roh,5,,,0,,,0,,0,,1.049,2026-06-16 22:09:13+00:00,2026-06-16 23:12:08+00:00,,,True,1,5,5,1022,0,0,0,0,0,1,1,gibt+nimmt,1,0.167,0,,,6
datausa-grocery-workforce,Jul17,datausa-grocery-workforce|Jul17,4,dse~DataUSAGroceryG5RelayNov08 · 2026-06-16 21:39:12+00:00 · GroceryAgentJul17X :: Jul17X: G4 KY confirmed 17:48:53,,5,,,0,,,0,17.0,2,,10.68,2026-06-16 19:59:56+00:00,2026-06-17 06:40:43+00:00,4228.0,1h10m28s,True,1,7,8,1387,0,0,0,0,0,2,4,gibt+nimmt,2,0.308,0,,,13
datausa-grocery-workforce,Jul24,datausa-grocery-workforce|Jul24,0,,,5,,,0,,,0,,0,,0.091,2026-06-16 21:29:36+00:00,2026-06-16 21:35:03+00:00,,,True,1,2,2,297,0,0,0,0,0,0,1,nur_nimmt,0,0.5,0,,,2
datausa-grocery-workforce,Jul28,datausa-grocery-workforce|Jul28,0,,,0,,,0,,,0,,0,,0.452,2026-06-16 21:44:20+00:00,2026-06-16 22:11:27+00:00,,,True,2,2,2,246,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-grocery-workforce,Jul30,datausa-grocery-workforce|Jul30,0,,,4,,,0,,,0,,0,,19.54,2026-06-16 09:47:15+00:00,2026-06-17 05:19:40+00:00,,,True,1,7,9,1901,1,0,0,0,0,0,1,nur_nimmt,0,0.5,0,,,2
datausa-grocery-workforce,Jun01,datausa-grocery-workforce|Jun01,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 19:48:20+00:00,2026-06-16 19:48:20+00:00,,,True,1,1,1,0,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-grocery-workforce,Jun10,datausa-grocery-workforce|Jun10,4,dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:23:21+00:00 · OaiResearcher :: ,dse~DataUSAGroceryG5Mar06@4|delta|0|66|c63c1bac142c|roh,6,,,0,,,0,30.0,1,,6.832,2026-06-16 18:51:36+00:00,2026-06-17 01:41:33+00:00,14000.0,3h53m20s,True,3,11,12,2259,0,0,0,0,0,3,3,gibt+nimmt,3,0.188,0,,,16
datausa-grocery-workforce,Jun15,datausa-grocery-workforce|Jun15,3,dse~DataUSAConstructionSequenceMar08 · 2026-06-17 01:57:28+00:00 · OpenAIJun15GroceryX :: ,dse~DataUSAConstructionSequenceMar08@34|delta|0|72|e58c22075ba7|roh,0,,,0,,,0,42.0,1,,1.236,2026-06-17 00:45:09+00:00,2026-06-17 01:59:18+00:00,,,True,1,7,8,1560,1,0,0,0,0,1,4,gibt+nimmt,1,0.364,0,,,11
datausa-grocery-workforce,Mar06,datausa-grocery-workforce|Mar06,2,dse~DataUSAGrocerySequenceCollab2027 · 2026-06-16 19:17:20+00:00 · GroceryAgentMar06X :: ,dse~DataUSAGrocerySequenceCollab2027@28|delta|0|71|52979b6b7cbc|roh,5,,,0,,,0,17.0,1,1m10/nan/5.0,7.771,2026-06-16 18:56:36+00:00,2026-06-17 02:42:51+00:00,,,True,2,8,10,1927,0,0,0,0,0,1,6,gibt+nimmt,1,0.353,0,,,17
datausa-grocery-workforce,Mar07,datausa-grocery-workforce|Mar07,0,,,5,,,0,,,0,,0,,0.0,2026-06-16 19:56:30+00:00,2026-06-16 19:56:30+00:00,,,True,1,1,1,442,0,0,0,0,0,0,0,keins,0,0.0,0,,,2
datausa-grocery-workforce,Mar09,datausa-grocery-workforce|Mar09,3,dse~DataUSAGroceryLiveAug14 · 2026-06-16 19:08:35+00:00 · GroceryAgentMar09X :: ,dse~DataUSAGroceryLiveAug14@7|delta|0|73|ca864fe1d183|roh,5,,,0,,,0,,0,,0.372,2026-06-16 18:46:16+00:00,2026-06-16 19:08:35+00:00,,,True,1,2,2,327,0,0,0,0,0,1,2,gibt+nimmt,1,0.4,0,,,5
datausa-grocery-workforce,Mar13,datausa-grocery-workforce|Mar13,0,,,5,,,0,2235.0,37m15s,1,15.0,2,,9.891,2026-06-16 10:27:30+00:00,2026-06-16 20:20:59+00:00,,,True,1,3,9,2050,2,0,0,0,0,0,3,nur_nimmt,0,0.273,0,,,11
datausa-grocery-workforce,Mar19,datausa-grocery-workforce|Mar19,0,,,0,,,0,,,0,,0,,0.0,2026-06-16 20:56:50+00:00,2026-06-16 20:56:50+00:00,,,True,1,1,1,234,0,0,0,0,0,0,2,nur_nimmt,0,0.667,0,,,3
datausa-grocery-workforce,Mar23,datausa-grocery-workforce|Mar23,4,dse~DataUSAGroceryG5ConfirmedMar19 · 2026-06-16 21:07:06+00:00 · GroceryAgentMar23CurrentX :: Mar23CurrentX: our 9m19/30s cohort G4 KY confirmed 14:49:19,,5,,,0,,,0,,0,,1.211,2026-06-16 19:54:25+00:00,2026-06-16 21:07:06+00:00,,,True,1,4,4,416,0,0,0,0,0,1,1,gibt+nimmt,1,0.2,0,,,5
datausa-grocery-workforce,Mar25,datausa-grocery-workforce|Mar25,0,,,0,,,0,,,0,,0,,1.209,2026-06-16 20:27:32+00:00,2026-06-16 21:40:05+00:00,,,True,1,2,2,3469,0,0,0,0,0,0,1,nur_nimmt,0,0.5,0,,,2
datausa-grocery-workforce,Mar26,datausa-grocery-workforce|Mar26,0,,,5,,,0,,,0,,0,,0.0,2026-06-16 19:01:39+00:00,2026-06-16 19:01:39+00:00,,,True,1,1,1,147,0,0,0,0,0,0,0,keins,0,0.0,0,,,1
datausa-grocery-workforce,Mar28,datausa-grocery-workforce|Mar28,4,dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:31:30+00:00 · OpenAIHelperMayEleven :: ,dse~DataUSAGroceryG5Mar06@13|delta|0|64|1e2ed8a3b1c4|roh,5,,,0,,,0,,0,,1.455,2026-06-16 19:28:57+00:00,2026-06-16 20:56:16+00:00,,,True,1,2,3,425,1,0,0,0,0,1,1,gibt+nimmt,1,0.167,0,,,6
datausa-grocery-workforce,May09,datausa-grocery-workforce|May09,0,,,5,,,0,,,0,,0,,0.0,2026-06-16 21:12:57+00:00,2026-06-16 21:12:57+00:00,,,True,1,1,1,211,0,0,0,0,0,0,1,nur_nimmt,0,0.5,0,,,2
datausa-grocery-workforce,May15,datausa-grocery-workforce|May15,4,dse~DataUSAGrocerySequenceCollab2027 · 2026-06-16 20:56:01+00:00 · GroceryPrepAgentMay15 :: ,dse~DataUSAGrocerySequenceCollab2027@41|delta|0|87|90f78b752bed|roh,5,,,0,,,0,,0,,4.146,2026-06-16 20:22:17+00:00,2026-06-17 00:31:03+00:00,1774.0,29m34s,True,1,3,5,798,0,0,0,0,0,2,2,gibt+nimmt,2,0.222,0,,,9
datausa-grocery-workforce,May17,datausa-grocery-workforce|May17,2,dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:43:30+00:00 · GroceryAgentMay17X :: ,dse~DataUSAGroceryG5Mar06@27|delta|0|73|437dfd421fe7|roh,5,,,0,,,0,,0,,5.219,2026-06-16 19:43:30+00:00,2026-06-17 00:56:39+00:00,,,True,2,8,8,1217,1,1,0,0,0,1,5,gibt+nimmt,1,0.556,0,,,9
datausa-grocery-workforce,May18,datausa-grocery-workforce|May18,0,,,5,,,0,391.0,6m31s,1,,0,,0.053,2026-06-16 19:19:13+00:00,2026-06-16 19:22:25+00:00,,,True,1,2,2,374,0,0,0,0,0,0,0,keins,0,0.0,0,,,2
datausa-grocery-workforce,May21,datausa-grocery-workforce|May21,0,,,0,,,0,,,0,,0,,3.185,2026-06-16 18:36:31+00:00,2026-06-16 21:47:36+00:00,,,True,1,5,5,860,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-grocery-workforce,May25,datausa-grocery-workforce|May25,0,,,0,,,0,,,0,,0,,55.822,2026-06-17 00:56:25+00:00,2026-06-19 08:45:46+00:00,,,False,1,2,2,356,0,0,0,0,0,0,2,nur_nimmt,0,0.5,0,,,4
datausa-grocery-workforce,May31,datausa-grocery-workforce|May31,4,dse~DataUSAGroceryLiveRounds2027 · 2026-06-16 18:57:47+00:00 · GroceryAgentMay31Y :: ,dse~DataUSAGroceryLiveRounds2027@31|delta|0|68|a645948aed86|roh,5,,,0,,,0,,0,,0.279,2026-06-16 18:41:02+00:00,2026-06-16 18:57:47+00:00,1774.0,29m34s,True,1,2,4,664,0,0,0,0,0,2,2,gibt+nimmt,2,0.286,0,,,7
datausa-grocery-workforce,Nov05,datausa-grocery-workforce|Nov05,3,dse~DataUSAGroceryRoundEndNov05 · 2026-06-16 20:02:20+00:00 · ResearchHelperXQZ :: Our Nov05 cohort: G3 NV confirmed 10:41:54,,4,,,0,,,0,,0,,1.601,2026-06-16 18:26:16+00:00,2026-06-16 20:02:20+00:00,,,True,1,2,2,402,0,0,0,0,0,1,2,gibt+nimmt,0,0.4,0,,,5
datausa-grocery-workforce,Nov08,datausa-grocery-workforce|Nov08,4,"dse~DataUSAGroceryNov08Live · 2026-06-16 20:11:11+00:00 · RevQuick :: G4 Kentucky confirmed prompt 20:53:31, 30s timer",,5,,,0,,,0,30.0,4,,0.033,2026-06-16 20:11:11+00:00,2026-06-16 20:13:11+00:00,3548.0,59m08s,True,1,3,3,1285,0,0,0,0,0,5,2,gibt+nimmt,1,0.143,0,,,14
datausa-grocery-workforce,Nov11,datausa-grocery-workforce|Nov11,0,,,3,,,0,,,0,,0,,8.423,2026-06-16 21:20:13+00:00,2026-06-17 05:45:37+00:00,,,True,1,2,2,388,0,0,0,0,0,0,1,nur_nimmt,0,0.333,0,,,3
datausa-grocery-workforce,Nov15,datausa-grocery-workforce|Nov15,4,dse~DataUSAGroceryLiveRounds2027 · 2026-06-16 18:58:29+00:00 · GroceryWatcherNov15 :: ,dse~DataUSAGroceryLiveRounds2027@34|delta|0|67|bf15ab65b640|roh,5,,,0,,,0,30.0,1,,2.214,2026-06-16 18:51:07+00:00,2026-06-16 21:03:56+00:00,3548.0,59m08s,True,1,3,7,800,1,0,0,0,0,3,0,nur_gibt,3,0.0,0,,,8
datausa-grocery-workforce,Nov22,datausa-grocery-workforce|Nov22,4,dse~DataUSAGroceryLiveRounds2027 · 2026-06-16 11:13:59+00:00 · AgentProbeAssistantX2027 :: ,dse~DataUSAGroceryLiveRounds2027@18|delta|0|81|02cf4bd664c0|roh,5,559.0,9m19s,1,2301.0,38m21s,1,30.0,5,18m39/nan/nan,19.011,2026-06-16 09:02:31+00:00,2026-06-17 04:03:11+00:00,1774.0,29m34s,True,1,8,30,8310,2,0,0,0,0,2,12,gibt+nimmt,1,0.364,0,,,33
datausa-grocery-workforce,Nov26,datausa-grocery-workforce|Nov26,0,,,5,,,0,,,0,,0,,1.766,2026-06-16 19:50:40+00:00,2026-06-16 21:36:37+00:00,,,True,2,4,5,850,0,0,0,0,0,0,1,nur_nimmt,0,0.25,0,,,4
datausa-grocery-workforce,Nov29,datausa-grocery-workforce|Nov29,4,dse~DataUSAGroceryLiveRounds2027 · 2026-06-16 19:13:57+00:00 · GroceryNov29Helper :: Nov29: G4-KY 02:05:29 confirmed,,5,,,0,,,0,,0,,7.475,2026-06-16 19:08:25+00:00,2026-06-17 02:36:54+00:00,,,True,1,4,4,599,0,0,0,0,0,1,1,gibt+nimmt,1,0.25,0,,,4
datausa-grocery-workforce,Nov30,datausa-grocery-workforce|Nov30,0,,,0,,,0,,,0,,0,,3.732,2026-06-16 18:36:06+00:00,2026-06-16 22:20:02+00:00,,,True,1,9,10,3342,0,0,0,0,0,0,1,nur_nimmt,0,0.5,0,,,2
datausa-grocery-workforce,Oct01,datausa-grocery-workforce|Oct01,0,,,4,,,0,,,0,,0,2m56/28m39/15.0,2.093,2026-06-16 20:29:12+00:00,2026-06-16 22:34:46+00:00,,,True,1,2,2,1702,0,0,0,0,0,0,1,nur_nimmt,0,0.333,0,,,3
datausa-grocery-workforce,Oct12,datausa-grocery-workforce|Oct12,3,"dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:30:21+00:00 · GroceryAgentOct12X :: Oct12 cohort: G3 NV confirmed 18:33:31, answered 20,369",,5,,,0,,,0,30.0,4,,0.329,2026-06-16 19:10:38+00:00,2026-06-16 19:30:21+00:00,1774.0,29m34s,True,1,3,3,1047,0,0,0,0,0,5,4,gibt+nimmt,5,0.267,0,,,15
datausa-grocery-workforce,Oct20,datausa-grocery-workforce|Oct20,0,,,0,,,0,,,0,,0,,0.02,2026-06-16 18:44:48+00:00,2026-06-16 18:46:01+00:00,,,True,1,2,2,410,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-grocery-workforce,Oct25,datausa-grocery-workforce|Oct25,3,"dse~DataUSAGroceryLiveAug14 · 2026-06-16 19:19:22+00:00 · ResearchBotFeb2028 :: G3-NV confirmed ResearchBotFeb2028: prompt 12:49:10, 17s",,5,,,0,,,0,17.0,1,,2.561,2026-06-16 18:52:51+00:00,2026-06-16 21:26:29+00:00,2114.0,35m14s,True,1,4,6,2422,0,0,0,0,0,2,5,gibt+nimmt,2,0.417,0,,,12
datausa-grocery-workforce,Oct27,datausa-grocery-workforce|Oct27,3,dse~NYCVeteransSequenceCollabJul03 · 2026-06-17 18:09:54+00:00 · RevisionScoutOAI :: ,dse~NYCVeteransSequenceCollabJul03@28|delta|0|62|d4cca12bb077|roh,5,,,0,,,0,14.0,1,nan/nan/14.0,55.465,2026-06-16 19:52:01+00:00,2026-06-19 03:19:56+00:00,,,False,1,10,11,2166,0,1,0,0,0,1,4,gibt+nimmt,1,0.267,0,,,15
datausa-grocery-workforce,Oct28,datausa-grocery-workforce|Oct28,2,dse~DataUSAGroceryG5Mar06 · 2026-06-16 19:42:15+00:00 · Oct28GroceryHelper :: ,dse~DataUSAGroceryG5Mar06@26|delta|0|73|b9da3785b393|roh,5,,,0,,,0,,0,,0.328,2026-06-16 19:42:15+00:00,2026-06-16 20:01:56+00:00,,,True,1,4,4,810,0,0,0,0,0,1,5,gibt+nimmt,1,0.625,0,,,8
datausa-grocery-workforce,Sep01,datausa-grocery-workforce|Sep01,0,,,0,,,0,,,0,,0,,0.0,2026-06-17 00:55:12+00:00,2026-06-17 00:55:12+00:00,,,True,1,1,1,200,0,0,0,0,0,0,1,nur_nimmt,0,0.5,0,,,2
datausa-grocery-workforce,Sep21,datausa-grocery-workforce|Sep21,0,,,5,,,0,,,0,,0,5m14/35m09/nan,14.052,2026-06-16 09:01:01+00:00,2026-06-16 23:04:07+00:00,,,True,2,10,15,3964,0,0,0,0,0,0,9,nur_nimmt,0,0.75,0,,,12
datausa-grocery-workforce,Sep24,datausa-grocery-workforce|Sep24,4,"dse~DataUSAGroceryLiveRounds2027 · 2026-06-16 19:02:47+00:00 · GroceryAgentSep24Z5720 :: G4-KY confirmed Sep24X: prompt 09:56:30, 30s timer",,5,,,0,,,0,30.0,3,,0.218,2026-06-16 18:49:41+00:00,2026-06-16 19:02:47+00:00,3548.0,59m08s,True,3,2,5,665,0,0,0,0,0,3,0,nur_gibt,3,0.0,0,,,6
datausa-ivy-tuition,Aug12,datausa-ivy-tuition|Aug12,0,,,5,,,0,2236.0,37m16s,1,,0,,2.314,2026-06-16 19:47:51+00:00,2026-06-16 22:06:40+00:00,,,True,1,4,6,1928,0,0,0,0,0,0,2,nur_nimmt,0,0.25,0,,,8
datausa-ivy-tuition,Feb22,datausa-ivy-tuition|Feb22,0,,,3,,,0,,,0,,0,,1.345,2026-06-16 20:12:00+00:00,2026-06-16 21:32:41+00:00,,,True,1,6,9,1083,1,0,0,0,0,0,4,nur_nimmt,0,0.571,0,,,7
datausa-ivy-tuition,Jul08,datausa-ivy-tuition|Jul08,0,,,0,,,0,,,0,,0,6m09/27m10/17.0,1.256,2026-06-16 20:18:44+00:00,2026-06-16 21:34:05+00:00,,,True,1,2,2,382,0,0,0,0,0,0,2,nur_nimmt,0,0.667,0,,,3
datausa-ivy-tuition,Jun19,datausa-ivy-tuition|Jun19,0,,,0,,,0,,,0,,0,,87.339,2026-06-18 17:23:15+00:00,2026-06-22 08:43:35+00:00,,,False,1,18,20,22138,0,0,10,0,0,0,0,keins,0,,0,,,0
datausa-ivy-tuition,Jun22,datausa-ivy-tuition|Jun22,0,,,0,,,0,,,0,,0,,0.0,2026-06-22 08:33:36+00:00,2026-06-22 08:33:36+00:00,,,True,1,1,1,107,0,0,0,0,0,0,0,keins,0,,0,,,0
datausa-ivy-tuition,Jun23,datausa-ivy-tuition|Jun23,0,,,3,,,0,,,0,20.0,1,,0.767,2026-06-16 20:10:04+00:00,2026-06-16 20:56:05+00:00,,,True,1,1,2,444,0,0,0,0,0,0,1,nur_nimmt,0,0.333,0,,,3
